id,Title,Body,User,Label,Created At,Updated At
983,"Fix bug, TypeError: unicode argument expected, got 'str' on core management validation","Error:

```
2013-04-03 02:37:08 [71497] [INFO] Starting gunicorn 0.17.2
2013-04-03 02:37:08 [71497] [INFO] Listening at: http://127.0.0.1:8000 (71497)
2013-04-03 02:37:08 [71497] [INFO] Using worker: sync
2013-04-03 02:37:08 [71500] [INFO] Booting worker with pid: 71500
2013-04-03 02:37:10 [71500] [ERROR] Exception in worker process:
Traceback (most recent call last):
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/arbiter.py"", line 485, in spawn_worker
    worker.init_process()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/workers/base.py"", line 100, in init_process
    self.wsgi = self.app.wsgi()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/base.py"", line 103, in wsgi
    self.callable = self.load()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/djangoapp.py"", line 101, in load
    return mod.make_wsgi_application()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/django_wsgi.py"", line 36, in make_wsgi_application
    if get_validation_errors(s):
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/django/core/management/validation.py"", line 150, in get_validation_errors
    e.add(opts, ""'%s' has a relation with model %s, which has either not been installed or is abstract."" % (f.name, f.rel.to))
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/django/core/management/validation.py"", line 19, in add
    self.outfile.write(self.style.ERROR(force_str(u""%s: %s\n"" % (context, error))))
TypeError: unicode argument expected, got 'str'
Traceback (most recent call last):
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/arbiter.py"", line 485, in spawn_worker
    worker.init_process()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/workers/base.py"", line 100, in init_process
    self.wsgi = self.app.wsgi()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/base.py"", line 103, in wsgi
    self.callable = self.load()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/djangoapp.py"", line 101, in load
    return mod.make_wsgi_application()
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/gunicorn/app/django_wsgi.py"", line 36, in make_wsgi_application
    if get_validation_errors(s):
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/django/core/management/validation.py"", line 150, in get_validation_errors
    e.add(opts, ""'%s' has a relation with model %s, which has either not been installed or is abstract."" % (f.name, f.rel.to))
  File ""/Users/avelino/.virtualenvs/yacows.virgula/lib/python2.7/site-packages/django/core/management/validation.py"", line 19, in add
    self.outfile.write(self.style.ERROR(force_str(u""%s: %s\n"" % (context, error))))
TypeError: unicode argument expected, got 'str'
2013-04-03 02:37:10 [71500] [INFO] Worker exiting (pid: 71500)
2013-04-03 02:37:10 [71497] [INFO] Shutting down: Master
2013-04-03 02:37:10 [71497] [INFO] Reason: Worker failed to boot.
```
",avelino,None,2013-04-03T06:33:34Z,2014-06-21T05:08:05Z
970,Fixed bug https://code.djangoproject.com/ticket/19607,"Fixed crash on prefetch_related. See https://code.djangoproject.com/ticket/19607
",askoretskiy,None,2013-03-28T11:17:40Z,2014-06-15T09:52:31Z
810,Fix and test for Bug #18255 Inconsistent data type for BigIntegerField a...,"...fter calling full_clean()
",adamduren,None,2013-02-23T22:09:24Z,2014-06-24T07:07:03Z
782,Fixed bug #18972,"An alternate implementation of doda's patch at https://github.com/django/django/pull/415, that avoids the ""offset"" math in favor of just stuffing the data into a BytesIO and then .read()ing from it with a sentinel-style iterator.

Includes a unit test from a previous pull request, all tests pass.
",datagrok,None,2013-02-23T16:47:48Z,2014-07-04T20:55:51Z
765,Fixed #18373 -- Improved debug messages for 404 errors,"When an Http404 exception is raised from a view (as opposed to Django
trying to route the request), make the exception message contain the
full stack trace for easier debugging.

Also, make the reported URL match the one requested in resolve() call,
not the URL of the current page

https://code.djangoproject.com/ticket/18373
",gnosek,None,2013-02-23T14:19:34Z,2014-06-13T08:42:28Z
675,Fix for bug #18481.,"Throw UnreadablePostError also on IOErrors from FILES.
",edevil,None,2013-01-25T17:28:53Z,2014-07-20T01:25:20Z
640,note on minified jquery.js and DEBUG mode,"https://github.com/django/django/pull/639 is more complicated than I first thought, so I have extracted one of the issues from it for this pull request, which I think will be simpler to deal with.
",evildmp,None,2013-01-11T22:02:33Z,2014-07-04T08:31:32Z
584,Fixed a bug in QuerySet slicing,"django/db/models/query.py (QuerySet.**getitem**): Fixed a bug where slicing a partly iterated QuerySet without explicit stop would return the slice of the unmodified result cache, discarding uncached rows from the slice.

This bug applies to QuerySets that are larger than CHUNK_SIZE which seem to be 100.
",robert-j-engdahl,None,2012-12-13T08:41:40Z,2014-07-20T01:25:48Z
528,Bug #17428: Admin formfield validation uses form model instead of registered model.,"The model specified in ModelForm.Meta should not limit the
available fields. This solution uses the same modelform factory used by
the ModelAdmin.get_form method, which adds the registered model's
fields.

https://code.djangoproject.com/ticket/17428

This is my first django core contribution, submitted during the Stockholm sprint. Please double check that I don't break anything. I expect it to be rejected ;)
",per42,None,2012-11-17T20:42:23Z,2014-06-16T06:47:00Z
522,Fix bug [#19277]: LocaleMiddleware permanent redirects,"https://code.djangoproject.com/ticket/19277#comment:3

""We're sprinting (Stockholm) at the moment and plan to solve this bug like this:

Instead of setting a status_code attribute, we would like to use a redirect_class. The reason for this is that HttpResponseRedirectBase has built in protection against unsafe protocol redirections. If we use a HttpResponse object and let the user supply their own status code they will probably miss that security issue, which would be a shame.""

Authors: @pelme and @EmilStenstrom
",EmilStenstrom,None,2012-11-17T12:19:16Z,2014-06-19T20:46:46Z
498,Fixed django admin inline verbose name (plural/singular). Bug #18549,"https://code.djangoproject.com/ticket/18549
",harph,None,2012-11-05T03:37:49Z,2014-06-13T10:35:00Z
478,Remove weird and buggy try/except block,"This is really weird code. I don't know how it has gone unnoticed for so long.

First of all, nothing in that try block could raise `DoesNotExist`. Passing an empty `QuerySet` to `list` returns an empty list with no error. The except block I removed was never being executed. This code only happens to work and appropriately raise `IndexError` because directly indexing the empty list raises the correct error itself.

But the except code itself is bad. `e.args` is a tuple, so passing it as the first argument to `IndexError` casts it as a string and uses it as the message:

```
IndexError: ('list index out of range',)
```

What was meant was probably to to pass either `*e.args` or simply `e.message`.

Briefly exploring the commit history, the code seems to have been like this for a long, long time.

I _could_ change the code so that the message of the `IndexError` is the same as the `DoesNotExist` exception like so:

```
IndexError: <model name> matching query does not exist.
```

As that seems to be what was originally intended. I won't make that decision myself though.

For now, the functionality is unchanged but the code itself is simplified with these nonsensical parts removed.
",fletom,None,2012-10-29T21:28:33Z,2017-11-22T13:51:27Z
368,fixed bug#6681: RST default reference role tries docutils' default role ...,"Fixes bug#6681 as described in https://code.djangoproject.com/ticket/6681

Docutils establish a ''DEFAULT_INTERPRETED_ROLE'' which is overriden by django with **cmsreference** role.

Django's role is intended to work on admin docs, but it's not suitable for general purpose as it needs some keys in ''inliner.document.settings''.
",jgsogo,None,2012-09-11T08:59:59Z,2014-06-17T04:50:28Z
289,Fixed bug in 212b982 -- Removed duplicate code in removetags,,mjtamlyn,None,2012-08-18T16:08:17Z,2014-07-20T01:27:25Z
250,Bugfix/16455 postgis2 optimized,"Optimized code to do extra actions when really needed.
originally made by fcurella.
",kamikaze,None,2012-08-06T00:40:07Z,2014-07-20T01:27:40Z
227,Regression test for bug #18660,"Seems like [#18660](https://code.djangoproject.com/ticket/18660) was fixed by accident on aee9eecb920cf281e8339a5f7edadc6f2dd04fea

This regression test should keep an eye on it so it doesn't come back.
",eduardocereto,None,2012-07-24T08:50:25Z,2014-07-20T01:27:48Z
211,Common OAuth terms into debug hidden values,"Django already does a pretty nice job of protecting certain hidden values in DEBUG mode. This changes adds a few more values to sanitized based on common terminology of the OAuth protocol.
",Miserlou,None,2012-07-16T02:08:33Z,2014-07-20T01:27:53Z
171,fix typo/minor bug in JSONResponseMixin example,,gabrielgrant,None,2012-06-24T02:55:47Z,2014-07-20T01:28:06Z
8,Added DEBUG_PLAINTEXT_AJAX_ERROR_MESSAGES setting to customize error display,"The plaintext error responses for AJAX requests in 1.4 drop a lot of the stack trace context that was included in the HTML responses pre-1.4.  Tools like the network response 'Preview' viewer in Chrome make it easy to navigate the HTML response to drill down into the richer context it provides.  This patch maintains the 1.4 default but enables the response to be configured to use the original behavior.
",davehughes,None,2012-04-28T17:15:07Z,2014-06-13T09:26:49Z
